"id","x","y","bio1","bio12","climColor","geoColor"
1100,48.3333333333333,35,0.497057492077863,0.331824354911725,"#800042","#288C00"
1101,51.6666666666667,35,0.539610683567225,0.136260751471254,"#BB004B","#2D8E00"
1102,55,35,0.589406971480308,0.0937075599818923,"#C7003B","#329100"
1103,58.3333333333333,35,0.545495699411498,0.135808057944771,"#BB0048","#379400"
1104,61.6666666666667,35,0.53689452240833,0.226346763241286,"#A3003D","#3C9600"
1105,65,35,0.430058850158443,0.277048438207334,"#960075","#419900"
1106,68.3333333333333,35,0.416025350837483,0.378904481665912,"#700077","#459C00"
1107,71.6666666666667,35,0.477591670439113,0.569488456315075,"#005042","#4A9E00"
1108,75,35,0.33272974196469,0.26935264825713,"#9700A5","#4EA100"
1109,78.3333333333334,35,0.213218650973291,0.0488909008601177,"#DA00E1","#52A400"
1110,81.6666666666667,35,0.220914440923495,0.0430058850158443,"#DE00E1","#56A600"
1111,85,35,0.200995925758262,0.0710728836577637,"#CF00DF","#5AA900"
1112,88.3333333333334,35,0.194205522861023,0.120869171570847,"#B900D7","#5EAB00"
1113,91.6666666666667,35,0.209144409234948,0.186057039384337,"#A100C9","#62AE00"
1114,95,35,0.244907197827071,0.227252150294251,"#9600BC","#66B000"
1115,98.3333333333334,35,0.256224535989135,0.336803983703033,"#6100A7","#6AB300"
1116,101.666666666667,35,0.31507469443187,0.455862381167949,"#210086","#6DB500"
1117,105,35,0.42960615663196,0.454504300588502,"#36005A","#71B800"
1118,108.333333333333,35,0.482118605703938,0.517881394296062,"#001B2E","#74BA00"
1119,111.666666666667,35,0.500226346763241,0.527840651878678,"#002E17","#78BD00"
1120,115,35,0.530104119511091,0.546853779990946,"#064600","#7BBF00"
1121,118.333333333333,35,0.523766410140335,0.591670439112721,"#005C17","#7FC200"
1122,121.666666666667,35,0.515617926663649,0.610230873698506,"#006424","#82C400"
1123,125,35,0.520597555454957,0.719330013580806,"#008F3A","#85C600"
1124,128.333333333333,35,0.510185604345858,0.77636939791761,"#00A04A","#88C900"
1125,131.666666666667,35,0.528293345405161,0.855138071525577,"#00B64D","#8BCB00"
1126,135,35,0.526935264825713,0.866002716161159,"#00B94F","#8ECD00"
1127,138.333333333333,35,0.504300588501584,0.856948845631507,"#00B659","#91D000"
1128,141.666666666667,35,0.534631054775917,0.808963331824355,"#00AA43","#94D200"
1129,-118.333333333333,31.6666666666667,0.562698053417836,0.272521502942508,"#970026","#0039C0"
1130,-115,31.6666666666667,0.61973743775464,0.103214124038026,"#C7002D","#003ABD"
1131,-111.666666666667,31.6666666666667,0.616568583069262,0.266636487098235,"#9E000B","#003BBB"
1132,-108.333333333333,31.6666666666667,0.545043005885016,0.296514259846084,"#8E002A","#003BB8"
1133,-105,31.6666666666667,0.55454956994115,0.264825712992304,"#98002C","#003CB6"
1134,-101.666666666667,31.6666666666667,0.584880036215482,0.399275690357628,"#711000","#003DB3"
1135,-98.3333333333333,31.6666666666667,0.598913535536442,0.591217745586238,"#226F00","#003EB1"
1136,-95,31.6666666666667,0.603440470801268,0.718424626527841,"#00950B","#003FAE"
1137,-91.6666666666667,31.6666666666667,0.60027161611589,0.797193300135808,"#00AB20","#0040AB"
1138,-88.3333333333333,31.6666666666667,0.595744680851064,0.807605251244907,"#00AD24","#0042A9"
1139,-85,31.6666666666667,0.598460842009959,0.772747849705749,"#00A41B","#0043A6"
1140,-81.6666666666667,31.6666666666667,0.607967406066093,0.741964689904934,"#009D0F","#0044A3"
1141,-78.3333333333333,31.6666666666667,0.596650067904029,0.753282028066999,"#009E18","#0045A1"
1142,-65,31.6666666666667,0.663196016296967,0.804889090086012,"#00B305","#004B95"
1143,-18.3333333333333,31.6666666666667,0.566319601629697,0.542779538252603,"#2A5400","#007068"
1144,-15,31.6666666666667,0.607062019013128,0.405613399728384,"#752100","#006E5F"
1145,-8.33333333333331,31.6666666666667,0.573562698053418,0.303304662743323,"#8E0018","#006B4C"
1146,-5,31.6666666666667,0.580805794477139,0.135355364418289,"#BD0038","#006B43"
1147,-1.66666666666666,31.6666666666667,0.620190131281123,0.0900860117700317,"#CA002F","#006A3A"
1148,1.66666666666669,31.6666666666667,0.637845178813943,0.0457220461747397,"#D50030","#006A31"
1149,5,31.6666666666667,0.674966047985514,0.03168854685378,"#DA0024","#006B28"
1150,8.33333333333334,31.6666666666667,0.666364870982345,0.0321412403802626,"#D90027","#006B20"
1151,11.6666666666667,31.6666666666667,0.618379357175192,0.0579447713897691,"#D10035","#006D17"
1152,15,31.6666666666667,0.632865550022635,0.085559076505206,"#CC002B","#006E10"
1153,18.3333333333333,31.6666666666667,0.625169760072431,0.0828429153463106,"#CC002E","#007008"
1154,21.6666666666667,31.6666666666667,0.619284744228157,0.0683567224988683,"#CF0033","#007201"
1155,25,31.6666666666667,0.622906292440018,0.0371208691715708,"#D60037","#067400"
1156,28.3333333333333,31.6666666666667,0.617021276595745,0.0529651425984608,"#D20037","#0D7700"
1157,31.6666666666667,31.6666666666667,0.640108646446356,0.0393843368039837,"#D60030","#147900"
1158,35,31.6666666666667,0.60389316432775,0.137166138524219,"#BE002E","#1A7C00"
1159,38.3333333333333,31.6666666666667,0.611588954277954,0.0525124490719783,"#D20039","#207E00"
1160,41.6666666666667,31.6666666666667,0.653689452240833,0.0552286102308737,"#D40028","#268100"
1161,45,31.6666666666667,0.708465368945224,0.0774105930285197,"#D4000F","#2C8400"
1162,48.3333333333333,31.6666666666667,0.679945676776822,0.221367134449977,"#B20600","#318700"
1163,51.6666666666667,31.6666666666667,0.532367587143504,0.161158895427795,"#B4004A","#368A00"
1164,55,31.6666666666667,0.578995020371209,0.0647351742870077,"#CD0044","#3B8D00"
1165,58.3333333333333,31.6666666666667,0.620642824807605,0.0624717066545948,"#D00034","#409000"
1166,61.6666666666667,31.6666666666667,0.623358985966501,0.0534178361249434,"#D20034","#459300"
1167,65,31.6666666666667,0.571299230421005,0.125848800362155,"#BF003E","#4A9500"
1168,68.3333333333333,31.6666666666667,0.52105024898144,0.246717971933001,"#9C0042","#4E9800"
1169,71.6666666666667,31.6666666666667,0.735174287007696,0.254866455409688,"#B42700","#539B00"
1170,75,31.6666666666667,0.674060660932549,0.564056133997284,"#5A8300","#579E00"
1171,78.3333333333334,31.6666666666667,0.38388411045722,0.516976007243096,"#000A69","#5BA100"
1172,81.6666666666667,31.6666666666667,0.253961068356722,0.267994567677682,"#8400B3","#5FA300"
1173,85,31.6666666666667,0.251244907197827,0.169760072430964,"#B100C6","#63A600"
1174,88.3333333333334,31.6666666666667,0.25531914893617,0.209144409234948,"#A000BE","#67A900"
1175,91.6666666666667,31.6666666666667,0.246265278406519,0.303757356269805,"#7000AE","#6BAB00"
1176,95,31.6666666666667,0.280669986419194,0.444997736532368,"#250092","#6FAE00"
1177,98.3333333333334,31.6666666666667,0.30466274332277,0.47351742870077,"#150088","#72B100"
1178,101.666666666667,31.6666666666667,0.344952467179719,0.597555454956994,"#004382","#76B300"
1179,105,31.6666666666667,0.521502942507922,0.647804436396559,"#00752A","#7AB600"
1180,108.333333333333,31.6666666666667,0.529651425984608,0.705749207786329,"#008A32","#7DB800"
1181,111.666666666667,31.6666666666667,0.537347215934812,0.661837935717519,"#007B23","#80BB00"
1182,115,31.6666666666667,0.552286102308737,0.701674966047986,"#008B23","#84BD00"
1183,118.333333333333,31.6666666666667,0.550022634676324,0.701222272521503,"#008A25","#87C000"
1184,121.666666666667,31.6666666666667,0.551833408782254,0.691715708465369,"#008721","#8AC200"
1185,125,31.6666666666667,0.540063377093708,0.785875961973744,"#00A43C","#8DC500"
1186,128.333333333333,31.6666666666667,0.565866908103214,0.906292440018108,"#00C444","#90C700"
1187,131.666666666667,31.6666666666667,0.550928021729289,0.92077863286555,"#00C74D","#93CA00"
1188,135,31.6666666666667,0.576278859212313,0.913082842915346,"#00C640","#96CC00"
1189,138.333333333333,31.6666666666667,0.593933906745134,0.96650067904029,"#00D341","#99CE00"
1190,141.666666666667,31.6666666666667,0.641466727025804,0.87324581258488,"#00C11E","#9CD000"
1191,-178.333333333333,28.3333333333333,0.6831145314622,0.693073789044817,"#249D00","#0026E8"
1192,-118.333333333333,28.3333333333333,0.575826165685831,0.0724309642372114,"#CC0044","#002FBE"
1193,-115,28.3333333333333,0.624717066545948,0.0765052059755545,"#CD0030","#002FBC"
1194,-111.666666666667,28.3333333333333,0.682661837935718,0.169307378904482,"#BE0005","#0030B9"
1195,-108.333333333333,28.3333333333333,0.587143503847895,0.504300588501584,"#5A5900","#0031B7"
1196,-105,28.3333333333333,0.590312358533273,0.317338162064283,"#8C000B","#0032B4"
1197,-101.666666666667,28.3333333333333,0.6337709370756,0.341783612494341,"#8D1500","#0032B1"
1198,-98.3333333333333,28.3333333333333,0.658669081032141,0.559529198732458,"#557D00","#0033AF"
1199,-95,28.3333333333333,0.63739248528746,0.724762335898597,"#049C00","#0034AC"
1200,-91.6666666666667,28.3333333333333,0.631054775916704,0.817564508827524,"#00B316","#0035A9"
1201,-88.3333333333333,28.3333333333333,0.636034404708013,0.810774105930285,"#00B213","#0036A7"
1202,-85,28.3333333333333,0.629244001810774,0.796287913082843,"#00AD12","#0037A4"
1203,-81.6666666666667,28.3333333333333,0.667722951561793,0.750565866908103,"#0BA700","#0038A1"
1204,-78.3333333333333,28.3333333333333,0.746944318696243,0.794929832503395,"#20BD00","#00399E"
1205,-18.3333333333333,28.3333333333333,0.593028519692168,0.322317790855591,"#8B0008","#006767"
1206,-15,28.3333333333333,0.610683567224989,0.119511090991399,"#C2002E","#00655E"
1207,-11.6666666666667,28.3333333333333,0.628338614757809,0.0402897238569488,"#D50034","#006354"
1208,-8.33333333333331,28.3333333333333,0.666817564508828,0.0421004979628791,"#D70025","#006249"
1209,-5,28.3333333333333,0.777274784970575,0.0176550475328203,"#E60002","#00613F"
1210,-1.66666666666666,28.3333333333333,0.770484382073336,0.01584427342689,"#E50005","#006035"
1211,1.66666666666669,28.3333333333333,0.7324581258488,0.0167496604798551,"#E20012","#00602B"
1212,5,28.3333333333333,0.719782707107288,0.0217292892711634,"#E00016","#006122"
1213,8.33333333333334,28.3333333333333,0.704391127206881,0.0212765957446809,"#DE001B","#006218"
1214,11.6666666666667,28.3333333333333,0.661385242191037,0.0149388863739249,"#DD002C","#006310"
1215,15,28.3333333333333,0.645993662290629,0.0185604345857854,"#DB0031","#006507"
1216,18.3333333333333,28.3333333333333,0.626075147125396,0.019013128112268,"#DA0039","#016700"
1217,21.6666666666667,28.3333333333333,0.672249886826618,0.00995925758261657,"#DE0029","#096A00"
1218,25,28.3333333333333,0.663648709823449,0.00995925758261657,"#DE002C","#106D00"
1219,28.3333333333333,28.3333333333333,0.641919420552286,0.00995925758261657,"#DC0034","#177000"
1220,31.6666666666667,28.3333333333333,0.639655952919873,0.00995925758261657,"#DC0035","#1E7300"
1221,35,28.3333333333333,0.633318243549117,0.00995925758261657,"#DC0037","#247600"
1222,38.3333333333333,28.3333333333333,0.640561339972838,0.0434585785423268,"#D5002F","#2A7900"
1223,41.6666666666667,28.3333333333333,0.670439112720688,0.0914440923494794,"#CD001B","#307C00"
1224,45,28.3333333333333,0.731552738795835,0.141240380262562,"#C90700","#367F00"
1225,48.3333333333333,28.3333333333333,0.773653236758714,0.0819375282933454,"#DA0A00","#3B8300"
1226,51.6666666666667,28.3333333333333,0.65142598460842,0.195563603440471,"#B4000D","#418600"
1227,55,28.3333333333333,0.622000905387053,0.144861928474423,"#BD0024","#468900"
1228,58.3333333333333,28.3333333333333,0.669986419194206,0.0737890448166591,"#D1001E","#4A8C00"
1229,61.6666666666667,28.3333333333333,0.660479855138072,0.0629244001810774,"#D30024","#4F8F00"
1230,65,28.3333333333333,0.651878678134903,0.0796740606609325,"#CE0024","#549200"
1231,68.3333333333333,28.3333333333333,0.755092802172929,0.124038026256225,"#D00C00","#589500"
1232,71.6666666666667,28.3333333333333,0.860117700316886,0.127659574468085,"#DD3100","#5D9800"
1233,75,28.3333333333333,0.799456767768221,0.33454051607062,"#B45A00","#619B00"
1234,78.3333333333334,28.3333333333333,0.754187415119964,0.640561339972838,"#57A400","#659E00"
1235,81.6666666666667,28.3333333333333,0.599818922589407,0.721593481213219,"#00960E","#69A100"
1236,85,28.3333333333333,0.454051607062019,0.570846536894522,"#005057","#6DA400"
1237,88.3333333333334,28.3333333333333,0.376188320507017,0.432775011317338,"#3B0074","#71A700"
1238,91.6666666666667,28.3333333333333,0.408782254413762,0.476686283386148,"#1B005F","#74A900"
1239,95,28.3333333333333,0.52286102308737,0.789497510185604,"#00A446","#78AC00"
1240,98.3333333333334,28.3333333333333,0.426889995473065,0.655047532820281,"#007D75","#7CAF00"
1241,101.666666666667,28.3333333333333,0.452693526482571,0.656858306926211,"#007A60","#7FB100"
1242,105,28.3333333333333,0.543684925305568,0.684019918515165,"#008424","#83B400"
1243,108.333333333333,28.3333333333333,0.544137618832051,0.745586238116795,"#009832","#86B700"
1244,111.666666666667,28.3333333333333,0.569488456315075,0.781349026708918,"#00A42C","#89B900"
1245,115,28.3333333333333,0.581258488003622,0.799909461294704,"#00AA2A","#8CBC00"
1246,118.333333333333,28.3333333333333,0.57220461747397,0.851969216840199,"#00B738","#90BE00"
1247,121.666666666667,28.3333333333333,0.571751923947488,0.812584880036215,"#00AD31","#93C100"
1248,128.333333333333,28.3333333333333,0.656858306926211,0.944318696242644,"#00D225","#99C600"
1249,131.666666666667,28.3333333333333,0.662743322770484,0.958352195563603,"#00D525","#9CC800"
1250,141.666666666667,28.3333333333333,0.69714803078316,0.772295156179267,"#12B100","#A5CF00"
1251,-175,25,0.710728836577637,0.692621095518334,"#31A300","#001EE5"
1252,-171.666666666667,25,0.718877320054323,0.681756450882752,"#38A200","#001EE3"
1253,-165,25,0.738795835219556,0.644635581711182,"#4FA100","#001FDE"
1254,-111.666666666667,25,0.672702580353101,0.11090991398823,"#C90016","#0025B8"
1255,-108.333333333333,25,0.692621095518334,0.53689452240833,"#728700","#0026B5"
1256,-105,25,0.579900407424174,0.490267089180625,"#574800","#0027B3"
1257,-101.666666666667,25,0.609325486645541,0.310547759167044,"#910002","#0027B0"
1258,-98.3333333333333,25,0.689904934359439,0.561792666364871,"#628800","#0028AD"
1259,-81.6666666666667,25,0.725215029425079,0.75871435038479,"#22B200","#002C9F"
1260,-78.3333333333333,25,0.77455862381168,0.712539610683567,"#44B400","#002D9C"
1261,-75,25,0.809416025350837,0.659574468085106,"#64B400","#002E99"
1262,-15,25,0.660932548664554,0.0298777727478497,"#D9002A","#00595C"
1263,-11.6666666666667,25,0.717066545948393,0.028519692168402,"#DE0015","#005953"
1264,-8.33333333333331,25,0.822091444092349,0.0172023540063377,"#EA0C00","#005747"
1265,-5,25,0.935717519239475,0.0122227252150294,"#F92E00","#00563B"
1266,-1.66666666666666,25,0.963331824354912,0.0104119511090991,"#FC3600","#005530"
1267,1.66666666666669,25,0.928927116342236,0.0135808057944771,"#F82D00","#005525"
1268,5,25,0.711634223630602,0.0230873698506111,"#DF0018","#00561A"
1269,8.33333333333334,25,0.699864191942055,0.0208239022181983,"#DE001D","#005710"
1270,11.6666666666667,25,0.713897691263015,0.012675418741512,"#E10019","#005906"
1271,15,25,0.700316885468538,0.00995925758261657,"#E0001F","#035C00"
1272,18.3333333333333,25,0.675418741511996,0.00995925758261657,"#DE0028","#0B5F00"
1273,21.6666666666667,25,0.687188773200543,0.00995925758261657,"#DF0023","#136200"
1274,25,25,0.674513354459031,0.00995925758261657,"#DE0028","#1B6600"
1275,28.3333333333333,25,0.683567224988683,0.00995925758261657,"#DF0025","#226900"
1276,31.6666666666667,25,0.733363512901765,0.00995925758261657,"#E30013","#296D00"
1277,35,25,0.732910819375283,0.00995925758261657,"#E30013","#2F7000"
1278,38.3333333333333,25,0.739701222272522,0.044363965595292,"#DD000A","#367400"
1279,41.6666666666667,25,0.745133544590312,0.0805794477138977,"#D70001","#3B7700"
1280,45,25,0.753282028066999,0.117700316885469,"#D10A00","#417B00"
1281,48.3333333333333,25,0.82390221819828,0.0588501584427343,"#E41600","#467F00"
1282,51.6666666666667,25,0.933454051607062,0.0448166591217746,"#F43500","#4C8200"
1283,55,25,0.896333182435491,0.0611136260751471,"#EC2D00","#518500"
1284,58.3333333333333,25,0.813490267089181,0.0810321412403803,"#DF1700","#558900"
1285,61.6666666666667,25,0.807605251244907,0.0896333182435491,"#DC1700","#5A8C00"
1286,65,25,0.770031688546854,0.0991398822996831,"#D60C00","#5F8F00"
1287,68.3333333333333,25,0.888184698958805,0.167949298325034,"#DC4500","#639300"
1288,71.6666666666667,25,0.923042100497963,0.312811226799457,"#D07B00","#679600"
1289,75,25,0.82571299230421,0.55636034404708,"#95AF00","#6B9900"
1290,78.3333333333334,25,0.817111815301041,0.656405613399728,"#67B500","#6F9C00"
1291,81.6666666666667,25,0.804889090086012,0.671797193300136,"#5DB400","#739F00"
1292,85,25,0.812584880036215,0.688999547306474,"#5AB800","#77A200"
1293,88.3333333333334,25,0.807152557718425,0.836577636939792,"#2BCE00","#7BA500"
1294,91.6666666666667,25,0.732005432322318,0.939791760977818,"#00D708","#7EA800"
1295,95,25,0.668175645088275,0.878678134902671,"#00C414","#82AA00"
1296,98.3333333333334,25,0.591217745586238,0.819827976459937,"#00B029","#85AD00"
1297,101.666666666667,25,0.564056133997284,0.66908103214124,"#008113","#89B000"
1298,105,25,0.567677682209144,0.716161158895428,"#00911E","#8CB300"
1299,108.333333333333,25,0.605251244907198,0.785423268447261,"#00A81B","#8FB500"
1300,111.666666666667,25,0.600724309642372,0.815753734721594,"#00AF24","#93B800"
1301,115,25,0.614757808963332,0.840651878678135,"#00B723","#96BB00"
1302,118.333333333333,25,0.615210502489814,0.805341783612494,"#00AE1B","#99BD00"
1303,121.666666666667,25,0.613399728383884,0.910819375282933,"#00C730","#9CC000"
1304,125,25,0.713444997736532,0.904481665912177,"#00CE07","#9FC200"
1305,128.333333333333,25,0.684019918515165,0.901765504753282,"#00CB12","#A2C500"
1306,131.666666666667,25,0.710728836577637,0.842462652784065,"#06C100","#A5C700"
1307,141.666666666667,25,0.740153915799004,0.767768220914441,"#25B700","#ADCE00"
1308,155,25,0.822996831145315,0.669533725667723,"#65B800","#B8D800"
1309,-161.666666666667,21.6666666666667,0.722951561792666,0.243096423721141,"#B41E00","#0016DB"
1310,-158.333333333333,21.6666666666667,0.691715708465369,0.707559981892259,"#23A200","#0017D9"
1311,-155,21.6666666666667,0.655952919873246,0.770484382073336,"#00AA00","#0017D7"
1312,-111.666666666667,21.6666666666667,0.695789950203712,0.176550475328203,"#BE0200","#001BB7"
1313,-108.333333333333,21.6666666666667,0.698506111362608,0.294703485740154,"#A52400","#001BB4"
1314,-105,21.6666666666667,0.638750565866908,0.642824807605251,"#228700","#001CB2"
1315,-101.666666666667,21.6666666666667,0.590765052059755,0.484834766862834,"#5D4900","#001CAF"
1316,-98.3333333333333,21.6666666666667,0.66727025803531,0.671344499773653,"#259500","#001DAC"
1317,-95,21.6666666666667,0.843820733363513,0.798551380715256,"#42CE00","#001DA9"
1318,-91.6666666666667,21.6666666666667,0.8909008601177,0.613852421910367,"#90C300","#001EA6"
1319,-88.3333333333333,21.6666666666667,0.828881846989588,0.68130375735627,"#62BB00","#001EA3"
1320,-85,21.6666666666667,0.785423268447261,0.790402897238569,"#30C300","#001FA0"
1321,-81.6666666666667,21.6666666666667,0.786781349026709,0.764599366229063,"#38BE00","#001F9D"
1322,-78.3333333333333,21.6666666666667,0.818017202354006,0.737437754640109,"#4BC000","#00209A"
1323,-75,21.6666666666667,0.800362154821186,0.702127659574468,"#51B700","#002197"
1324,-71.6666666666667,21.6666666666667,0.84336803983703,0.58623811679493,"#8DB600","#002194"
1325,-18.3333333333333,21.6666666666667,0.665912177455862,0.0181077410593029,"#DC002A","#003E56"
1326,-15,21.6666666666667,0.741511996378452,0.0294250792213671,"#E0000C","#004352"
1327,-11.6666666666667,21.6666666666667,0.924400181077411,0.0330466274332277,"#F43000","#00494F"
1328,-8.33333333333331,21.6666666666667,0.981439565414215,0.0244454504300589,"#FD3E00","#004B46"
1329,-5,21.6666666666667,0.990946129470349,0.0162969669533726,"#FF3F00","#004938"
1330,-1.66666666666666,21.6666666666667,0.993209597102761,0.022181982797646,"#FF4100","#00482A"
1331,1.66666666666669,21.6666666666667,0.972385694884563,0.0280669986419194,"#FB3C00","#00481D"
1332,5,21.6666666666667,0.802172928927116,0.0248981439565414,"#E70700","#004911"
1333,8.33333333333334,21.6666666666667,0.813942960615663,0.0140334993209597,"#EA0900","#004B05"
1334,11.6666666666667,21.6666666666667,0.796287913082843,0.0108646446355817,"#E90300","#054F00"
1335,15,21.6666666666667,0.739248528746039,0.0131281122679946,"#E30010","#0F5200"
1336,18.3333333333333,21.6666666666667,0.660027161611589,0.0117700316885469,"#DD002D","#185600"
1337,21.6666666666667,21.6666666666667,0.731100045269353,0.00995925758261657,"#E30014","#205B00"
1338,25,21.6666666666667,0.71299230421005,0.00995925758261657,"#E1001A","#285F00"
1339,28.3333333333333,21.6666666666667,0.77818017202354,0.00995925758261657,"#E70004","#2F6300"
1340,31.6666666666667,21.6666666666667,0.849253055681304,0.00995925758261657,"#EF1400","#366700"
1341,35,21.6666666666667,0.776822091444092,0.0144861928474423,"#E60003","#3C6C00"
1342,38.3333333333333,21.6666666666667,0.971480307831598,0.0366681756450883,"#FA3E00","#427000"
1343,41.6666666666667,21.6666666666667,0.793571751923947,0.0801267541874151,"#DC1000","#487400"
1344,45,21.6666666666667,0.831145314622001,0.0497962879130828,"#E61600","#4E7800"
1345,48.3333333333333,21.6666666666667,0.933906745133545,0.0344047080126754,"#F53300","#537B00"
1346,51.6666666666667,21.6666666666667,0.962879130828429,0.0334993209597103,"#F93B00","#587F00"
1347,55,21.6666666666667,0.965142598460842,0.0325939339067451,"#F93B00","#5D8300"
1348,58.3333333333333,21.6666666666667,0.866908103214124,0.0479855138071526,"#EB2100","#618600"
1349,68.3333333333333,21.6666666666667,0.854232684472612,0.403349932095971,"#BA8800","#6E9100"
1350,71.6666666666667,21.6666666666667,0.915346310547759,0.575373472159348,"#A6C600","#729400"
1351,75,21.6666666666667,0.865550022634676,0.623358985966501,"#84BE00","#769700"
1352,78.3333333333334,21.6666666666667,0.856496152105025,0.703485740153916,"#64C300","#7A9A00"
1353,81.6666666666667,21.6666666666667,0.832050701674966,0.765504753282028,"#48C700","#7E9D00"
1354,85,21.6666666666667,0.840651878678135,0.782707107288366,"#45CB00","#82A000"
1355,88.3333333333334,21.6666666666667,0.885015844273427,0.817111815301041,"#4AD800","#85A300"
1356,91.6666666666667,21.6666666666667,0.782707107288366,0.962426437301947,"#05E100","#89A600"
1357,95,21.6666666666667,0.755998189225894,0.7324581258488,"#36B300","#8CA900"
1358,98.3333333333334,21.6666666666667,0.643277501131734,0.802172928927116,"#00B00D","#8FAC00"
1359,101.666666666667,21.6666666666667,0.641014033499321,0.816659121774559,"#00B312","#93AF00"
1360,105,21.6666666666667,0.647351742870077,0.82752376641014,"#00B711","#96B200"
1361,108.333333333333,21.6666666666667,0.677682209144409,0.827071072883658,"#00BA04","#99B400"
1362,111.666666666667,21.6666666666667,0.680851063829787,0.831598008148484,"#00BB04","#9CB700"
1363,115,21.6666666666667,0.673155273879584,0.861475780896333,"#00C10E","#9FBA00"
1364,118.333333333333,21.6666666666667,0.71661385242191,0.746944318696243,"#22AF00","#A2BC00"
1365,121.666666666667,21.6666666666667,0.676776822091444,0.935264825712992,"#00D11C","#A5BF00"
1366,145,21.6666666666667,0.853327297419647,0.812132186509733,"#41D200","#B8D000"
1367,-168.333333333333,18.3333333333333,0.870529651425985,0.537347215934812,"#ABBA00","#000DE0"
1368,-155,18.3333333333333,0.598008148483477,0.821186057039384,"#00B126","#000ED7"
1369,-115,18.3333333333333,0.770937075599819,0.076052512449072,"#DA0700","#0010B9"
1370,-111.666666666667,18.3333333333333,0.746038931643278,0.240832956088728,"#B82700","#0010B6"
1371,-105,18.3333333333333,0.724762335898597,0.666364870982345,"#40A100","#0011B1"
1372,-101.666666666667,18.3333333333333,0.686283386147578,0.686283386147578,"#289C00","#0011AE"
1373,-98.3333333333333,18.3333333333333,0.612041647804436,0.664101403349932,"#0B8700","#0011AB"
1374,-95,18.3333333333333,0.738343141693074,0.866908103214124,"#0ACA00","#0011A8"
1375,-91.6666666666667,18.3333333333333,0.803983703033047,0.846084200995926,"#27CF00","#0012A5"
1376,-88.3333333333333,18.3333333333333,0.81167949298325,0.768673607967406,"#40C400","#0012A2"
1377,-85,18.3333333333333,0.944318696242644,0.780443639655953,"#67DD00","#00129F"
1378,-81.6666666666667,18.3333333333333,0.886373924852875,0.769126301493889,"#59D100","#00139C"
1379,-78.3333333333333,18.3333333333333,0.76233589859665,0.816206428248076,"#20C400","#001399"
1380,-75,18.3333333333333,0.779085559076505,0.832050701674966,"#22C900","#001496"
1381,-71.6666666666667,18.3333333333333,0.737890448166591,0.747849705749208,"#2AB300","#001492"
1382,-68.3333333333333,18.3333333333333,0.818922589406971,0.80986871887732,"#36CB00","#00158F"
1383,-65,18.3333333333333,0.814395654142146,0.777727478497057,"#3EC600","#00158C"
1384,-61.6666666666667,18.3333333333333,0.880941602535084,0.71118153010412,"#69C900","#001688"
1385,-25,18.3333333333333,0.681756450882752,0.148030783159801,"#C2000B","#00225A"
1386,-21.6666666666667,18.3333333333333,0.718877320054323,0.0407424173834314,"#DC0012","#002454"
1387,-15,18.3333333333333,0.977365323675871,0.072883657763694,"#F64800","#002A4A"
1388,-11.6666666666667,18.3333333333333,0.995473064735174,0.088727931190584,"#F65100","#002F44"
1389,-8.33333333333331,18.3333333333333,0.999547306473517,0.0597555454956994,"#FB4B00","#00363F"
1390,-5,18.3333333333333,0.996378451788139,0.0484382073336351,"#FC4800","#003A36"
1391,-1.66666666666666,18.3333333333333,0.997283838841105,0.0556813037573563,"#FB4A00","#003824"
1392,1.66666666666669,18.3333333333333,0.993662290629244,0.0787686736079674,"#F74E00","#003813"
1393,5,18.3333333333333,0.990040742417383,0.060208239022182,"#F94900","#003A04"
1394,8.33333333333334,18.3333333333333,0.913535536441829,0.0353100950656406,"#F22D00","#093F00"
1395,11.6666666666667,18.3333333333333,0.917609778180172,0.0199185151652331,"#F52B00","#154400"
1396,15,18.3333333333333,0.909913988229968,0.0262562245359891,"#F32A00","#1F4A00"
1397,18.3333333333333,18.3333333333333,0.934359438660027,0.0194658216387506,"#F73000","#284F00"
1398,21.6666666666667,18.3333333333333,0.840199185151652,0.0203712086917157,"#EC1300","#305400"
1399,25,18.3333333333333,0.799909461294704,0.0271616115889543,"#E60700","#385A00"
1400,28.3333333333333,18.3333333333333,0.892711634223631,0.0267089180624717,"#F12500","#3F5F00"
1401,31.6666666666667,18.3333333333333,0.988229968311453,0.0239927569035763,"#FE4000","#456300"
1402,35,18.3333333333333,0.985513807152558,0.0389316432775011,"#FB4300","#4B6800"
1403,38.3333333333333,18.3333333333333,0.957446808510638,0.0977818017202354,"#F04800","#516C00"
1404,41.6666666666667,18.3333333333333,0.851516523313717,0.146672702580353,"#D93300","#577100"
1405,45,18.3333333333333,0.727931190583975,0.0606609325486646,"#D9000B","#5C7500"
1406,48.3333333333333,18.3333333333333,0.801720235400634,0.0398370303304663,"#E40A00","#617900"
1407,51.6666666666667,18.3333333333333,0.80805794477139,0.0416478044363966,"#E50D00","#657D00"
1408,55,18.3333333333333,0.878225441376188,0.0289723856948846,"#EF2100","#6A8100"
1409,58.3333333333333,18.3333333333333,0.896785875961974,0.0307831598008148,"#F12700","#6E8400"
1410,71.6666666666667,18.3333333333333,0.891806247170665,0.971480307831598,"#27EF00","#7E9200"
1411,75,18.3333333333333,0.827071072883658,0.618379357175192,"#7AB400","#829600"
